0,1,2
肛门 消炎 马应龙麝香痔疮膏 口服 槐角丸 阿莫西林 胶囊 疼痛 通便灵胶囊 便秘 消化 手术,痔疮 症状 瘙痒 便血 疼痛 内痔 外痔 混合痔 肛门 直肠 肛门 粘膜 静脉丛 曲张 慢性 疾病 痔疮 消化 肛管 痔疮栓 痔疮膏 注射 治疗 治疗 治疗 手术 治疗,1
感染 霉菌 瘙痒 不适 医院 检查 预防 感染 预防 阴道炎,血压 血压 血压,0
怀孕,治疗 糖皮质激素 下鼻甲 激光 神经 变应原 接触 免疫 疗法 特异性 疗法 皮肤 阳性 变应原 注射 剂量 治疗 剂量 治疗 患者 特异性 变应原 细胞 变应原 敏感性,0
呼吸,痔疮 医院 肛肠科 治疗,0
肌肉 注射 药物 注射 血管 药物 药物 神经 药物 神经 坏死,排卵 月经 排卵 排卵 怀孕,0
营养,发烧 临床 体温 酸痛 发烧 感冒 发烧 疾病 医院 发烧 症状 发烧 疾病,0
细菌 病毒 感染 不适 鼻塞 流涕 发烧 症状 临床 感冒 病毒 变异性 病毒 感染 医院 治疗,大脑,0
癫痫 中枢神经系统 疾病 临床 症状 意识 四肢 抽搐 治疗 检查 病因 癫痫 发作 治疗 诱因 治疗 癫痫 慢性 中枢神经系统 疾病 医学 神经 中枢,排卵 月经 排卵 排卵 怀孕,0
内分泌 疾病 诱因 精神 诱因 症状 厌食 甲状腺 治疗 治疗,剖宫产 分娩 胎儿 窒息,0
血压 检查 血管 神经系统 CT 血管 多普勒 检查,感冒 咳嗽痰多 治疗,0
皮炎 症状 治疗,精液 阴道 月经 排卵,0
痔疮 直肠 肛管 静脉丛 淤血 静脉丛 扩张 静脉 治疗 马应龙痔疮膏 治疗 维生素,痔疮 直肠 静脉丛 淤血 静脉丛 扩张 静脉 症状 便血 疼痛 肛门 治疗 药物 治疗 阴道 出血 宫颈 病变 慢性 宫颈炎 妇科 检查,1
骨折 关节 恢复 关节 恢复 恢复,体内 激素 分泌,0
遗传病 隐性 遗传 遗传病,中药 治疗 肉桂,0
患者 治愈 肛门 瘙痒 痔疮 湿疹 肛门 直肠 疾病 发作 肛门镜 检查,孕妇 胎儿 胎儿 窒息,0
患者 治疗 患者 甲状腺 病变 甲状腺毒症 病因 结节性 甲状腺 诱因 诱因 治疗 治疗 治疗 治疗 患者 治疗 药物 治疗 治疗,胎儿,0
心脏 静脉 心室 心脏 瓣膜 肺栓塞 肺动脉 高压 左心室 心包填塞 静脉 肺动脉 高压 三尖瓣狭窄,中医,0
中耳炎 感冒 发热 鼓膜 疼痛 中耳炎 治疗 抗菌素 口服 注射 敏感 抗菌素,营养,0
脂肪肝 脂肪,产后 体虚 治疗 感冒 不适 症状 中药 恢复 中医 党参 黄芪 当归 麦冬 黑芝麻,0
发育,咳嗽 感冒 炎症 感冒 炎症 治疗,0
产后 感染 阴道炎 痔疮 妇科 白带 化验 阴道炎 治疗 阴道炎 治疗 复发,高血压 糖尿病 动脉硬化,0
高血压 治疗 降压 药物 依那普利 硝苯地平缓释片 高血压 治疗 治疗 脂肪 降压 睡眠,低盐饮食 硝苯地平缓释片 治疗 血压 血脂 心电图 预防 并发症,1
疾病 发育 整形科,疾病 发育 整形科,1
痔疮 痔疮 药物 治疗 手术 治疗,痔疮 治疗 排便 消化 肛管 痔疮膏 痔疮栓 手术 治疗,1
湿疹 炉甘石洗剂 治疗,排卵 月经 排卵 排卵 怀孕,0
医学 疾病 疾病 症状 便秘 便秘 便秘 便秘 患者 医院 检查 便秘 诊治 便秘 泻药 医院,肠炎 症状 症状 肠鸣 腹泻 腹痛 便秘 病变 药物 结肠 小肠 机能 食管 胆囊 腹泻 患者 症状 医院 检查 治疗,1
肾功能 失调 色素斑 预防 乳腺 增生 生脉饮 口服液 阿胶口服液 冲剂 恢复,疫苗,0
妊娠 糖尿病 胰岛素 血糖 高血糖 发育 血糖,大腿 针灸,0
排卵 月经 排卵 排卵 怀孕,肝炎 肝功能 医院 治疗 乙肝两对半,0
症状 周围神经 病变 颈椎病 病因 麻木 营养神经 弥可保 治疗,脾虚 失调,0
治疗,胎儿 剖宫产,0
贫血 微量元素 维生素 咀嚼 微量元素 检查 咀嚼 咀嚼,推拿 按摩 理疗,0
骨折 手术 复位 手术 复位 手术,毒素 空腹,0
月经 临床 中药,呼吸,0
治疗,怀孕 怀孕 精子 卵子 怀孕 月经 怀孕 月经 怀孕 怀孕 怀孕,0
痔疮 便秘 康复 药物 手术 治疗,便血 肛裂 痔疮 痔疮 肛肠科 症状 手术 治疗,1
出血 痔疮 肛裂 便血 患者 治疗 便秘 纤维素 排便,痔疮 便秘 康复 药物 手术 治疗,1
头痛 内科 口服液,高危 羊水 羊水,0
治疗,血压 低压 高压,0
小肠 消化 吸收 消化 吸收 小肠 消化 吸收 结肠 生理,症状 治疗 精神,0
发烧 病因 肺炎 传染病 发烧 症状 病毒 感染 发热 发烧,骨盆,0
睡眠 营养 消化,复发 患者 精神 诱因 人体 部位 真菌 感染 手足癣 表皮 角质层 疼痛,0
骨盆,细菌 感染 发热 鼻塞 流涕 咳嗽 咳痰 治疗 口服 阿莫西林 化痰 药物,0
流感疫苗 免疫力,症状 夜尿 症状 金匮肾气丸,0
外痔 疼痛 内痔 出血 出血 疼痛 混合痔 治疗 肛门 热敷 中药 软膏 九华膏 治疗 手术 治疗,痔疮 痔疮 治疗 口服 左氧氟沙星 甲硝唑 槐角丸 手术 治疗 卫生,1
痔疮 肛裂 便秘 治疗 槐角丸 治疗 维生素,呼吸,0
股癣 人体 部位 真菌 感染 皮肤病 大腿 腹股沟 会阴 部位 卫生 感染 毛囊炎 皮肤 制剂 癣药水 药膏 复方土槿皮酊,月经 月经 排卵,0
中药 治疗 肉桂,妊娠期 糖尿病 妊娠 妊娠期 糖尿病 流产 早产 死胎 羊水过多 巨大儿 分娩 难产 产伤 妊娠期 糖尿病 患者 葡萄糖 分娩 产程延长 出血 妊娠期 糖尿病 胎儿 死亡率 孕妇 血糖 血糖 胎儿 死亡率 妊娠期 糖尿病 患者 婴儿 孕妇 婴儿 新生儿 新生儿 低血糖 血糖 糖尿病 糖尿病,0
推拿 按摩 理疗,咳嗽 疫苗,0
胎儿,咳嗽 感冒 炎症 感冒 炎症 治疗,0
营养 精神 疾病 白化病 皮肤 黑色素 炎症 治疗 皮肤 白癜风 医院 检查 治疗,内分泌 失调 紊乱 营养 精神 疾病 白化病 皮肤 黑色素 医院 病因 治疗,1
怀孕 流产 医院 检查 B超 宫腔 胎儿 发育 消毒 外阴 妇科 检查 保胎 治疗,便秘,0
症状 外阴 瘙痒 白带 阴道炎 阴道炎 细菌 霉菌 滴虫 感染 医院 妇科 白带 检查 感染,阴道 白带 阴道炎 临床 外阴 瘙痒 医院 白带 诊断 治疗,1
怀孕 阴道 医院 检查 早产 医院 检查,检查 阳性 怀孕 医院 检查 子宫,1
感冒 症状 阿奇霉素片 感冒 胶囊 口服 治疗,肝脏,0
脂肪肝 脂肪,阴道 检查 药物 激素,0
颈椎 损伤 神经根 神经根 神经根 水肿 检查 颈部 肌肉 项韧带 钙化 症状,呼吸,0
脾虚 失调,注射 胰岛素 二甲双胍,0
营养,治愈 治疗 治疗 痛风 急性 发作 尿酸 排泄 急性 发作期 治疗 诱因 关节炎 急性 发作 秋水仙碱 恶心 腹泻 监测,0
婴儿,脊柱炎 治疗 药物 治疗 药物 治疗 外科 治疗 药物 治疗 非甾体抗炎药 免疫抑制剂 生物 制剂 激素 治疗 药物 治疗 患者 脊柱 关节 肌肉 肺活量 药物 治疗 畸形 颈椎 疼痛 身高 身高,0
口服 槐角丸 痔疮膏 治疗 手术 治疗 医院 治疗,治疗 痔疮 治疗 手术 治疗 治疗 栓剂 手术 治疗 注射 缝合 结扎 手术 激光 预防 纤维素 排便,1
月经 卫生,化验 治疗 药物 治疗 症状 口服 优甲乐 治疗,0
检查 怀孕 医院 妇科 B超 检查 治疗,怀孕 医院 检查,1
感冒,包皮 手术 阳痿 精神 阳痿 中枢 阳痿 生理 中枢 疾病 临床 检查 诊断 治疗,0
痔疮 肛肠科 症状 手术 治疗,诊断 痔疮 直肠 息肉 直肠 肛管 医院 诊断 检查 肠镜 疾病,1
皮炎 体质 螨虫 接触 人体 皮炎 皮炎 皮炎 治疗 皮炎,发育 胎位 胎位 贫血 血压 血糖,0
湿疹,体内 脂肪 生理 脂肪 脂肪 体重 肌肉,0
恶心 嗳气 口苦 口臭 口干 舌苔 不适 脾胃 失调 消化科 检查 中医 中药 睡眠,包皮 手术,0
痔疮 症状 疼痛 肛门 肿物 出血 肛门 瘙痒 检查 治疗,心律平,0
颈椎病 症状 疼痛 头痛 头晕,血脂 治疗 营养 脂肪 口服 藻酸双脂钠片 血脂,0
高压 低压 高血压,医院 妇科 检查 炎症 治疗 月经,0
胎儿,红斑 红肿 瘙痒 症状 炉甘石洗剂 治疗 瘙痒 氯雷他定片 药物 缓解 卫生 医院,0
医院 流产 孕囊 孕妇 流产 检查 妇科 怀孕,怀孕 医院 检查,1
关节炎 后遗症 口服 芬必得 缓解 注射 玻璃酸钠 疗程 口服,月经 月经,0
营养,检查 心脑血管 疾病 肢体 麻木 麻木 下肢 头晕 嗜睡 头痛 中风 检查 心脑血管 疾病 肢体 麻木 麻木 下肢 头晕 嗜睡 头痛 中风,0
复方阿胶浆 黑豆,骨折 肢体,0
足癣 症状 水疱 脱皮 皮肤 糜烂 皮肤 开裂 感染 化脓 红肿 疼痛 康复 传染 手癣 真菌 甲癣 手足癣 治愈 皮肤病 手足癣 皮肤 传染病 卫生,脾虚 消化 补脾益肠丸,0
精神,处方药 慢性 淋巴结炎 淋巴结核 乳房 良性 肿块 孕妇 胎儿,0
药物 胎儿 发育 妊娠 胎儿 羊水 胎儿,羊水 发育 妊娠,1
营养,皮肤 发热 疫苗,0
怀孕 月经 月经 排卵 排卵 月经 月经 怀孕,卫生,0
治疗,治疗,1
癫痫 大脑 大脑 慢性 疾病 流行病学 癫痫 发病率 发作 癫痫 癫痫 患者 癫痫 患者 癫痫 患者 癫痫 神经科 头痛 药物 兴奋性 发作 药物,检查 洗液 卫生,0
患者,脾虚 消化 补脾益肠丸,0
前列腺 药物 药物 部位 药物 治疗 药物 药物 治疗 医院 病因 治疗,血压 低压 高压,0
出血 痔疮 痔疮 肠炎 治疗 痔疮 肛裂 肛肠 医院 手术 康复 治疗 痔疮 肛裂,体内 激素 分泌,0
皮疹 痤疮,发育 胎位 胎位 贫血 血压 血糖,0
排卵 月经 排卵 排卵 怀孕,癫痫大发作 意识 呼吸 偏斜 四肢 强直 抽搐 发作 发作 意识 嗜睡 发作 发作 昏迷 癫痫 大脑 疾病 脑电图 患者 发作 癫痫 治疗 治疗 癫痫 发作,0
感冒,肛门 乳头 肛裂 便秘 乳头 脱出 肛门 乳头 光滑 皮肤 肛管 感染 损伤 慢性 肛裂 增生 脱出 肛门 肛乳头炎 肛乳头肥大 纤维性 息肉,0
医院 骨科,支气管炎 细菌 病毒 感染 口服液 口服液,0
高危 羊水 羊水,颈椎病 医院 检查 腰肌劳损 口服 双氯芬酸钠 云南白药胶囊 治疗,0
肛裂 患者 便血 疼痛 症状 手术 治疗 愈合 手术,高血压 糖尿病 动脉硬化,0
骨折 肢体,黄疸 体内 胆红素 新生儿 胆红素 胆红素,0
牙釉质 牙本质 牙髓炎 含氟牙膏,牙釉质 牙本质 牙髓炎 含氟牙膏,1
脾虚 失调,口服 赛庚啶 炉甘石洗剂 药物 治疗 患者,0
产前,产前,1
软组织 损伤 中药 按摩 理疗 药物 治疗,血压 高压 低压,0
口臭 症状 口臭 体内 毒素 治疗 消炎 抗菌 清热解毒 治疗,胎儿 胎位 面先露 骨盆 枕骨 骨盆 胎位 胎位,0
痔疮 痔疮 药物 治疗 手术 治疗,治疗 痔疮 治疗 手术 治疗 治疗 栓剂 手术 治疗 注射 缝合 结扎 手术 激光 预防 纤维素 排便,1
骨折 愈合 肋骨 骨折 复位 愈合 愈合 CT 肋骨 恢复 肋骨,湿疹,0
大腿 针灸,睡眠 营养 消化,0
心电图 心脏 心电图 心电图 心电图 造影 诊断 疾病,心电图 心肌 缺血 检查 心肌炎 检查 检查 诊断 诊断 治疗,1
临床 中医 男性性功能障碍 补肾 六味地黄丸,怀孕 感冒,0
大脑,咳嗽 呼吸道 感染 临床 疾病 炎症 感染 呼吸系统 肿瘤 心血管 疾病 咽炎 干咳 咳必清 药物 治疗 治疗 医院 检查,0
月经 月经,骨折 骨折 畸形 愈合 手术 矫正 医院 骨折 骨折 愈合 手术 矫正,0
人体 直肠 粘膜 肛管 皮肤 静脉丛 扩张 痔疮 医学 痔疮 内痔 外痔 混合痔 肛门 直肠 肛门 粘膜 静脉丛 曲张 慢性 疾病 治疗 诊断 手术 治疗,痔疮 人体 直肠 粘膜 肛管 皮肤 静脉丛 扩张 内痔 外痔 混合痔 感染 痔疮 肿痛 马应龙痔疮膏 抗菌素 药膏 红霉素软膏 口服 黄连上清丸 牛黄解毒片 抗生素,1
乳房 压痛 体内 雌激素 乳腺 增生 乳房 水肿 月经,骨折 关节 恢复 关节 恢复 恢复,0
营养,发热 感染 感染 细菌 病毒 支原体 化验 血常规 感染 细菌 病毒 低热 体温 退热 药物 体温 退热 药物 感染 感染 药物 抗病毒药物,0
卫生,空腹 血糖 监测 空腹 血糖 正常值 妊娠 糖尿病 尿糖 检测 血糖 糖尿病 空腹 血糖 尿糖,0
混合痔 病变 便秘 直肠 肛管 脱垂 糜烂 慢性 出血 贫血 赘生物 医院 肛肠科 检查 痔疮 治疗,内痔 肛门 肛管 皮肤 粘膜 静脉丛 曲张 血液 缺血 坏死 治愈,1
原发性 继发性 原发性 排尿 继发性 疾病 医院 检查 原发性,营养,0
便秘,乳房 器官 乳房 部位 乳腺 肌肉 乳房 预防 乳房 疾病 检查 乳房 人体 器官 乳房 发育 乳房 发育 乳头 乳房 乳房 乳房 乳头,0
痔疮栓 消炎 痔疮 手术 治疗,痔疮 症状 肛门 痔疮膏 缓解 痔疮 防治,1
炎症 治疗,营养 胎儿 胎儿,0
分娩 抵抗力 感染 治疗 营养 恢复,血压 低压 高压,0
口臭 口腔 疾病 疾病 消化 胃炎 检查 胃病 消化,怀孕,0
哺乳期 发育,患者 手术 手术 治疗 治疗 治疗 治疗,0
癫痫 疾病 慢性 疾病 大脑 治疗 中医 基因 疗法 植入 疗法 治疗,癫痫 患者 症状 遗传 症状性癫痫 皮层 抑制 发作 癫痫 发作 治疗 中药 治疗 激素 病人 治疗 康复,1
盆浴,月经 怀孕 月经 怀孕 怀孕 检测 怀孕 检测 怀孕,0
孕妇 胎儿 胎儿 窒息,痔疮 便秘 肛肠科 胡桃 脾胃 推拿 抵抗力 脾胃 脾俞 胃俞 天枢 按摩,0
人体 直肠 粘膜 肛管 皮肤 静脉丛 扩张 痔疮 医学 痔疮 内痔 外痔 混合痔 肛门 直肠 肛门 粘膜 静脉丛 曲张 慢性 疾病 痔疮 脱出 疼痛 医院 检查 治疗,患者,0
耳鸣 神经 西比灵 治疗,孕妇 胎儿 胎儿 窒息,0
腰椎 理疗 手术 治疗 治疗,新生儿,0
发烧 临床 体温 酸痛 发烧 感冒 发烧 疾病 医院 发烧 症状 发烧 疾病,叶酸 营养 维生素,0
皮质 药物 营养 药物 治疗,月经 排卵 月经 月经 检测 怀孕,0
痔疮 痔疮 肛门 粘膜 静脉丛 曲张 便血 疼痛 排便 肛门 瘙痒 便秘 症状 手术 治疗 激光 手术,痔疮 直肠 静脉丛 淤血 静脉丛 扩张 静脉 症状 便血 疼痛 肛门 治疗 药物 治疗 阴道 出血 宫颈 病变 慢性 宫颈炎 妇科 检查,1
症状 盗汗 虚汗 头晕 耳鸣 黑芝麻 药物 口服 六味地黄丸,纤维蛋白原 肝病 肌纤维 抵抗力,0
亚健康 世界卫生组织 疾病 精神 亚健康 疾病 生理 中医学 亚健康 精神 部位 不适 遗传 节律 疲劳 手术 亚健康 人体,亚健康 世界卫生组织 疾病 精神 亚健康 疾病 生理 中医学 亚健康 精神 部位 不适 遗传 节律 疲劳 手术 亚健康 人体,1
高危 羊水 羊水,咳嗽 支气管炎 感染 肺结核 疾病 艾滋病 呼吸 内科 检查 检查 炎症 治疗,0
肛裂 痔疮 医疗 检查 疾病 治疗,肛裂 患者 便血 疼痛 症状 手术 治疗 愈合 手术,1
疫苗,腰痛 症状 医院 检查 腰椎 骨质 增生 坐骨神经痛 理疗 推拿 按摩 治疗 腰肌劳损,0
贫血 低血糖 医院 检查 检查 治疗 营养,大脑,0
症状 龟头炎 红霉素软膏 克霉唑软膏 治疗 卫生,心律,0
脓肿 肛肠科 检查,心律平,0
医院 肛肠科 检查 痔疮 手术 治疗 纤维素,脾虚 失调,0
出血 粘膜 出血 炎症 痔疮 息肉 医院 检查 肛肠科 炎症 头孢克肟 治疗,便血 便血 治疗 痔疮 肛裂 痔疮 肛裂 溃疡性结肠炎 直肠 息肉 便血 痔疮 肛裂 便血 血液 肛肠 医院 检查 治疗,1
关节炎 骨质 增生 软组织 损伤 炎症 检查 临床 治疗 中药 理疗 药物 消炎 止痛 药物 治疗,高危 羊水 羊水,0
怀孕 流产 一次性 疼痛 人体 损害 医院 检查 B超 流产,营养,0
晚孕,肾功能 失调 色素斑 预防 乳腺 增生 生脉饮 口服液 阿胶口服液 冲剂 恢复,0
白癜风 治疗 白癜风 患者 治疗 白癜风 疾病 白癜风 患者 患者 白癜风 治疗 患者 患者 治疗,排便 肛门 排泄 心脑血管 机能 便秘 肌肉 痔疮 防治 大腿 肛门 呼气,0
诊断 痔疮 直肠 息肉 直肠 肛管 医院 诊断 检查 肠镜 疾病,直肠 疾病 痔疮 肛裂 出血 出血 医院,1
出血 流产 流产 医院 检查 B超 保胎 治疗 治疗 外阴 感染,出血 流产 流产 医院 检查 B超 保胎 治疗 治疗 外阴 感染,1
CT 检查 治疗 康复 理疗 治疗 营养神经 药物 活血化瘀 药物 针灸 治疗 康复 治疗 恢复 患者 检查 部位 针灸 疗法 治疗 患者,瘫痪 康复 恢复 康复 药物 脂肪 维生素 微量元素 按摩 理疗 治疗 康复 恢复 华佗再造丸 药物,1
肝脏,感冒 鼻塞 鼻涕 症状 感冒 治疗 口服 罗红霉素 颗粒剂 小儿氨酚黄那敏颗粒,0
宫颈炎 妇科 疾病 宫颈炎 白带 出血 出血 中药 治疗 中药 妇科千金片 胶囊,脂肪肝 脂肪,0
感冒 口服 罗红霉素 口服 感冒 抗病毒口服液 消化 感冒,脂肪肝 脂肪,0
气胸 复发 复发,羊水过多 低盐饮食 中药 预防 胎盘早剥 产后 出血,0
治疗,精液 阴道 月经 排卵,0
疾病 疾病 患者 免疫力 营养 机能 治疗 白癜风 治疗 治疗 患者 治疗,怀孕,0
月经 检查,精神 患者 自杀 精神病 精神病 医院 诊治 精神病 药物 治疗 患者,0
病变 肺门 病变 炎症,怀孕,0
药物,排卵 月经 卵子 卵巢 受精 精子 受精 卵子 排卵 排卵,0
营养 检查,腰椎 患者 疼痛 下肢 疼痛 患者 症状 疼痛 部位,0
心脏病 症状 自发性气胸 胸膜炎 肋软骨炎 疾病 医院 治疗,排卵 月经 卵子 受精 精子 卵子 排卵 月经 怀孕,0
小肠 消化 吸收 消化 吸收 小肠 消化 吸收 结肠 生理,染色体 治疗,0
肛裂 注射 手术,脾虚 失调,0
血压 低压 高压,外阴 瘙痒 症状 感染 阴道炎 滴虫性阴道炎 疥疮 蛲虫病 慢性 外阴 营养 药物 过敏 卫生 皮肤病 糖尿病 黄疸 白血病 维生素 维生素 慢性病 患者 外阴 症状 诊断 治疗,0
胎儿 怀孕,症状 龟头炎 红霉素软膏 克霉唑软膏 治疗 卫生,0
风湿性关节炎 急性 慢性 结缔组织 炎症 发作 心脏 临床 关节 肌肉 疼痛 风湿热 急性 发热 关节 疼痛 起病 矫形 手术 关节 滑膜 手术 治愈 疾病 关节,月经 月经,0
咽炎 银黄颗粒 治疗,胎盘,0
发育 营养 消化 体质 营养 蛋白质,肛裂 患者 便血 疼痛 症状 手术 治疗 愈合 手术,0
炎症 血瘀 怀孕 流产 检测 怀孕 益母草 月经 B超 疾病,呼吸,0
疾病 病因 倍他乐克 稳心颗粒 胺碘酮 治疗 手术 治疗 心脏 心脏 手术 治疗 心脏,湿疹,0
避孕 月经 怀孕 月经 检查 阳性 怀孕 医院 检查 检查 怀孕,月经 排卵 月经 怀孕 B超 检查 怀孕 搏动 怀孕 医院 B超 孕囊 发育,1
内痔 扩张 直肠 出血 排便 出血 口服 槐角丸 治疗 手术 治疗,肛门 消炎 马应龙麝香痔疮膏 口服 槐角丸 阿莫西林 胶囊 疼痛 通便灵胶囊 便秘 消化 手术,1
中医,检查 羊水 羊水 羊水 羊水 检查 羊水 羊水 羊水,0
痔疮 便秘 槐角丸 治疗 手术 治疗,晚孕,0
脾虚 失调,拇指 骨折 恢复 手术 消毒 感染 骨头 愈合 手术,0
湿疹 湿疹 湿敷,高血压 糖尿病 动脉硬化,0
高压 低压 高血压,痔疮 蛲虫 腹泻 湿疹 肛门 医院 肛肠科 检查,0
痔疮 便秘 治疗 马应龙痔疮膏 治疗 维生素,血压 低压 高压,0
便秘,支原体 感染 强力霉素 治疗 治疗,0
淋巴结 炎症 检查 检查 疼痛,贫血 缺铁性贫血 正常值 摄取 肝脏 吸收 黑芝麻,0
膝关节 韧带 肌肉 舒张 膝关节 恢复 康复 注射 缓解 疼痛 疼痛,皮肤 祛痘 皮肤,0
蛋白质 过敏 婴儿 湿疹 蛋白质 过敏 治疗 缓解 症状,心肌,0
中药 咳嗽 支气管炎 支气管 肺炎 中药 治疗,金锁固精丸,0
皮肤 吸收 人体 胎儿 分娩 胎儿 检查 怀孕 怀孕 检查 检查,皮肤 吸收 人体 胎儿 分娩 胎儿 检查 怀孕 怀孕 检查 检查,1
